"title","artist","link"
"Unknown (1950)","Thomas Clapperton","https://collections.ed.ac.uk/art/record/50561?highlight=*:*"
"Untitled (Unknown)","Susie Wilson","https://collections.ed.ac.uk/art/record/21964?highlight=*:*"
"Sampler (1932)","Patty Mitchell","https://collections.ed.ac.uk/art/record/100013?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53712?highlight=*:*"
"Seated Female Nude","Lucy Bowman","https://collections.ed.ac.uk/art/record/21443?highlight=*:*"
"Dark Landscape with Monoliths (1959)","Jacqueline A N Stieger","https://collections.ed.ac.uk/art/record/20823?highlight=*:*"
"Sketch of Window for Final Composition","Colin Brown","https://collections.ed.ac.uk/art/record/53567?highlight=*:*"
"Eclectic (2007)","Catherine Sargeant","https://collections.ed.ac.uk/art/record/99852?highlight=*:*"
"Portrait of a Seated Man (1954)","Ursula Giles","https://collections.ed.ac.uk/art/record/21211?highlight=*:*"
"Untitled","M. Donlevy","https://collections.ed.ac.uk/art/record/112506?highlight=*:*"
"Unknown (1949)","T A Suter Watt","https://collections.ed.ac.uk/art/record/50456?highlight=*:*"
"Profile of Female Nude (Circa 1970)","Patrick J. Hickey","https://collections.ed.ac.uk/art/record/22510?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53625?highlight=*:*"
"Untitled (1964)","Carole Danielson","https://collections.ed.ac.uk/art/record/22483?highlight=*:*"
"Drawing of a Seated Woman (1958)","Jacqueline A N Stieger","https://collections.ed.ac.uk/art/record/20787?highlight=*:*"
"Machine embroidered stole (1958)","Unknown","https://collections.ed.ac.uk/art/record/102685?highlight=*:*"
"Unknown (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21970?highlight=*:*"
"Gem cabinet 2 (of 6) containing 43 medallions","Unknown","https://collections.ed.ac.uk/art/record/20616?highlight=*:*"
"Portrait of Seated Man in a Cap (1960)","Kenneth Muir","https://collections.ed.ac.uk/art/record/20983?highlight=*:*"
"Unknown","Elizabeth Blackadder","https://collections.ed.ac.uk/art/record/50637?highlight=*:*"
"Thick Pale Green","Unknown","https://collections.ed.ac.uk/art/record/22547?highlight=*:*"
"Male Portrait (1959)","Peter McGinn","https://collections.ed.ac.uk/art/record/22686?highlight=*:*"
"Reclining Male Nude (1958)","Ian Hodkinson","https://collections.ed.ac.uk/art/record/20880?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21573?highlight=*:*"
"Unknown (1966)","John Nelson","https://collections.ed.ac.uk/art/record/53580?highlight=*:*"
"Extended Effect (2007)","Karin Nogva","https://collections.ed.ac.uk/art/record/99900?highlight=*:*"
"3D impressing (2003)","Jenn Schmidt","https://collections.ed.ac.uk/art/record/99952?highlight=*:*"
"Untitled (1981)","Isobel Jack","https://collections.ed.ac.uk/art/record/21578?highlight=*:*"
"Dark Room with Blue Wall and Picture","Elizabeth Gourlay","https://collections.ed.ac.uk/art/record/22539?highlight=*:*"
"Magpie (1989)","Jane V Hyslop","https://collections.ed.ac.uk/art/record/99961?highlight=*:*"
"Landscape (1966)","Beth D. Mitchell","https://collections.ed.ac.uk/art/record/22675?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99908?highlight=*:*"
"The Sons of Usnach at Chess (1964)","John B Vallely","https://collections.ed.ac.uk/art/record/21006?highlight=*:*"
"Untitled - Figure Drawing of A Man with Crossed Arms (1968)","Alfons B. Jasinski","https://collections.ed.ac.uk/art/record/99273?highlight=*:*"
"Two Men on a Train (12 Jun 1948)","Marjorie Wallace","https://collections.ed.ac.uk/art/record/20856?highlight=*:*"
"Standing Male Nude (1959)","Grace Nichol","https://collections.ed.ac.uk/art/record/20956?highlight=*:*"
"Seated Male Nude","Unknown","https://collections.ed.ac.uk/art/record/21509?highlight=*:*"
"Untitled (1968)","Gillian Mather","https://collections.ed.ac.uk/art/record/22501?highlight=*:*"
"Drawing of a Man in a Suit seated on a stool (1959)","Albert Robson","https://collections.ed.ac.uk/art/record/20785?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21905?highlight=*:*"
"Unknown (1975)","Ruth Stiven","https://collections.ed.ac.uk/art/record/99517?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53510?highlight=*:*"
"Seated Woman holding Hat (Jun 1961)","John Bellany","https://collections.ed.ac.uk/art/record/20768?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21778?highlight=*:*"
"Portrait of a Man in a Flat Cap (1963)","John Milligan","https://collections.ed.ac.uk/art/record/21287?highlight=*:*"
"Untitled - Figure Drawing in Charcoal of Girl in Jumper (1964)","William Gillon","https://collections.ed.ac.uk/art/record/99324?highlight=*:*"
"Small Anatomical Figure",NA,"https://collections.ed.ac.uk/art/record/20601?highlight=*:*"
"View of a Caravan","Peter McGoldrick","https://collections.ed.ac.uk/art/record/21427?highlight=*:*"
"Unknown (1950)","George Roderick Carmichael","https://collections.ed.ac.uk/art/record/50567?highlight=*:*"
"Untitled - Nude Woman with Legs Folded (1965)","Laura McPherson","https://collections.ed.ac.uk/art/record/99390?highlight=*:*"
"Untitled","Brian Caster","https://collections.ed.ac.uk/art/record/112345?highlight=*:*"
"Portrait of a Woman (1958)","Ann Forbes","https://collections.ed.ac.uk/art/record/21113?highlight=*:*"
"Sweden - Fishing for Str<U+206F>ömming (1962)","Ann F Ward","https://collections.ed.ac.uk/art/record/99338?highlight=*:*"
"Untitled (1991-1992)","Kate McKenzie","https://collections.ed.ac.uk/art/record/21934?highlight=*:*"
"Untitled (1996)","Jennifer C. Lindsay","https://collections.ed.ac.uk/art/record/21929?highlight=*:*"
"Untitled (03 Jul 2014)","Crosier","https://collections.ed.ac.uk/art/record/22494?highlight=*:*"
"Dining Table","John Houston","https://collections.ed.ac.uk/art/record/21045?highlight=*:*"
"Untitled (Mar 1997)","Unknown","https://collections.ed.ac.uk/art/record/21928?highlight=*:*"
"Siena (1956)","John P Busby","https://collections.ed.ac.uk/art/record/21379?highlight=*:*"
"Untitled (2001)","Antonio Marcos Martin","https://collections.ed.ac.uk/art/record/21921?highlight=*:*"
"Standing Female Nude and Stool (1960s)","Catherine Banchop","https://collections.ed.ac.uk/art/record/21269?highlight=*:*"
"Untitled (1968)","Caroline Rose","https://collections.ed.ac.uk/art/record/21843?highlight=*:*"
"Untitled (1986)","Dorothy Black","https://collections.ed.ac.uk/art/record/21588?highlight=*:*"
"Reclining Male Nude (06 Nov 1967)","Sybil Erskine","https://collections.ed.ac.uk/art/record/21111?highlight=*:*"
"Notations: Edinburgh (2017)","India Elizabeth Cawley Gelling","https://collections.ed.ac.uk/art/record/100016?highlight=*:*"
"Seated Woman in Blanket (1965)","William Gillon","https://collections.ed.ac.uk/art/record/21325?highlight=*:*"
"Untitled (1961)","Thora Clyne","https://collections.ed.ac.uk/art/record/112309?highlight=*:*"
"Unknown (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21903?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50380?highlight=*:*"
"Portrait of Sleeping Woman (1957)","Sheena McEwan","https://collections.ed.ac.uk/art/record/21009?highlight=*:*"
"Coronation Jug (1953)","Mollie E N Langlands","https://collections.ed.ac.uk/art/record/22507?highlight=*:*"
"Portrait of a Man (1952)","David Michie","https://collections.ed.ac.uk/art/record/21384?highlight=*:*"
"Large Cheeseplant","Susan Alexander","https://collections.ed.ac.uk/art/record/50377?highlight=*:*"
"Teapot (1924)","Emma Gillies","https://collections.ed.ac.uk/art/record/53743?highlight=*:*"
"Performing Labour II (2019)","Aisling Ward","https://collections.ed.ac.uk/art/record/113778?highlight=*:*"
"Bust of an African","Unknown","https://collections.ed.ac.uk/art/record/20556?highlight=*:*"
"Simon and Simon (1986)","Amanda Lebus","https://collections.ed.ac.uk/art/record/21585?highlight=*:*"
"Standing Male Nude (Circa 1939)","Alistair W McCheyne","https://collections.ed.ac.uk/art/record/21085?highlight=*:*"
"Woman and Fox (Feb 1966)","James Fairgrieve","https://collections.ed.ac.uk/art/record/21344?highlight=*:*"
"Forest (Circa 1988)","Sheila MacGregor","https://collections.ed.ac.uk/art/record/21500?highlight=*:*"
"Bird in Flight (1988)","Wilhelmina Barns-Graham CBE HRSA HRSW","https://collections.ed.ac.uk/art/record/99302?highlight=*:*"
"Krokadeel (1959)","Eduardo Luigi Paolozzi KBE, RA","https://collections.ed.ac.uk/art/record/22035?highlight=*:*"
"Three studies on a pink ground (girl with clasped hands) (1949)","Barbara Hepworth","https://collections.ed.ac.uk/art/record/20769?highlight=*:*"
"Riders from the West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20664?highlight=*:*"
"Unknown","Zygmunt Bukowski","https://collections.ed.ac.uk/art/record/53559?highlight=*:*"
"3 Paps of Jura (Unknown)","Catherine Orbach","https://collections.ed.ac.uk/art/record/21981?highlight=*:*"
"Ruins in Rome (Feb 1948)","Marjorie Wallace","https://collections.ed.ac.uk/art/record/20855?highlight=*:*"
"Unknown (1950-1951)","Valerie A. Cockburn (Gage)","https://collections.ed.ac.uk/art/record/50557?highlight=*:*"
"Chimneypiece from a house in Le Mans","Unknown","https://collections.ed.ac.uk/art/record/20553?highlight=*:*"
"Side Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53614?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53672?highlight=*:*"
"Two Views of a Lying Male Nude (1960)","Kenneth R Wheatley","https://collections.ed.ac.uk/art/record/20858?highlight=*:*"
"Untitled (Unknown)","Catherine Temple","https://collections.ed.ac.uk/art/record/21605?highlight=*:*"
"Portrait of a Girl (1949)","Leszek T. Muszynski","https://collections.ed.ac.uk/art/record/22682?highlight=*:*"
"""Mr Smith can't remove himself because he doesn't want to""","Ronald D. Forbes","https://collections.ed.ac.uk/art/record/22583?highlight=*:*"
"Blindfolded Woman at Arch","David C Duke","https://collections.ed.ac.uk/art/record/22551?highlight=*:*"
"Portrait of a Man (1939-1940)","Robert A Campbell","https://collections.ed.ac.uk/art/record/21127?highlight=*:*"
"Standing Female Nude (Circa 1952)","David Michie","https://collections.ed.ac.uk/art/record/21037?highlight=*:*"
"Unknown","Alistair Fairweather","https://collections.ed.ac.uk/art/record/50425?highlight=*:*"
"Large Bowl","Emma Gillies","https://collections.ed.ac.uk/art/record/53732?highlight=*:*"
"Rooster (Unknown)","Milton Goldstein","https://collections.ed.ac.uk/art/record/21657?highlight=*:*"
"Portrait of a Man in Red Shirt (1968)","Alan T. Johnston","https://collections.ed.ac.uk/art/record/21423?highlight=*:*"
"Unknown (1957)","Rupert F C Cracknell","https://collections.ed.ac.uk/art/record/50538?highlight=*:*"
"Untitled - Five Miners (1963)","Felicity J Bostock","https://collections.ed.ac.uk/art/record/99372?highlight=*:*"
"Portrait of a Woman","Sarah Shaw","https://collections.ed.ac.uk/art/record/20938?highlight=*:*"
"Untitled (1983)","Robert Rivers","https://collections.ed.ac.uk/art/record/99809?highlight=*:*"
"Landscape with City in background (1958-1959)","Peter Standen","https://collections.ed.ac.uk/art/record/20793?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21710?highlight=*:*"
"Untitled - Circus Rider and Horse (1963)","Jean M. Marshall","https://collections.ed.ac.uk/art/record/99364?highlight=*:*"
"Seated Female Nude (1968)","Alan T. Johnston","https://collections.ed.ac.uk/art/record/21424?highlight=*:*"
"Untitled","Susan Gierasik","https://collections.ed.ac.uk/art/record/21715?highlight=*:*"
"Goat","Winsome Douglass","https://collections.ed.ac.uk/art/record/113829?highlight=*:*"
"Standing Female Nude (1925-1926)","John Maxwell","https://collections.ed.ac.uk/art/record/93357?highlight=*:*"
"Portrait of a Man through a Door","Paul Gladston","https://collections.ed.ac.uk/art/record/21526?highlight=*:*"
"Morgue (1997)","Susan Calder","https://collections.ed.ac.uk/art/record/22684?highlight=*:*"
"Rooftop Townscape (Circa 1952)","Francis M. Walker","https://collections.ed.ac.uk/art/record/102659?highlight=*:*"
"Spring Board (Circa 1971)","Alan Brown","https://collections.ed.ac.uk/art/record/22584?highlight=*:*"
"Green Landscape (1955)","Margaret Proudfoot","https://collections.ed.ac.uk/art/record/21033?highlight=*:*"
"Gothic figure of a deacon",NA,"https://collections.ed.ac.uk/art/record/20604?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53708?highlight=*:*"
"Balmacarra","Sir William George Gillies","https://collections.ed.ac.uk/art/record/47435?highlight=*:*"
"Seated Male Nude (1956)","James Robertson","https://collections.ed.ac.uk/art/record/21245?highlight=*:*"
"Buildings","J Shore","https://collections.ed.ac.uk/art/record/21494?highlight=*:*"
"Maize III (1979)","Penelope Low","https://collections.ed.ac.uk/art/record/99472?highlight=*:*"
"La bohème (1984)","Boris Bucan","https://collections.ed.ac.uk/art/record/22034?highlight=*:*"
"Unknown (1957)","Andrew P. W. Conkie","https://collections.ed.ac.uk/art/record/50522?highlight=*:*"
"Seated Figure with Gun","Gregg Magee","https://collections.ed.ac.uk/art/record/21448?highlight=*:*"
"Three Views of a Standing Woman (1949)","Douglas Gordon","https://collections.ed.ac.uk/art/record/21101?highlight=*:*"
"Street Scene (1964)","Peter Pretsell","https://collections.ed.ac.uk/art/record/21419?highlight=*:*"
"Reclining Female Nude (1960)","Jean Richie","https://collections.ed.ac.uk/art/record/20789?highlight=*:*"
"Discophoros","Unknown","https://collections.ed.ac.uk/art/record/20589?highlight=*:*"
"Reclining Male Nude (1957)","Jean Richie","https://collections.ed.ac.uk/art/record/20788?highlight=*:*"
"Munich Olympics (1972)","Alan Davie","https://collections.ed.ac.uk/art/record/21536?highlight=*:*"
"Untitled (Unknown)","Jennifer C. Lindsay","https://collections.ed.ac.uk/art/record/21877?highlight=*:*"
"Abstract on Blue*","Unknown","https://collections.ed.ac.uk/art/record/22536?highlight=*:*"
"Interior (Circa 1975)","Brian D. Henderson","https://collections.ed.ac.uk/art/record/22623?highlight=*:*"
"Untitled (1966)","Helen G. S Forde","https://collections.ed.ac.uk/art/record/99812?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53662?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53602?highlight=*:*"
"Portrait of a Woman (1963)","Roger Cameron","https://collections.ed.ac.uk/art/record/21319?highlight=*:*"
"Untitled - Nighttime Scene of the City and River (1962)","Geoffrey J Roper","https://collections.ed.ac.uk/art/record/99370?highlight=*:*"
"Seated Female Nude (1953)","Andrew Restall","https://collections.ed.ac.uk/art/record/20946?highlight=*:*"
"Portrait of a Seated Woman (1961)","Robin Forrester","https://collections.ed.ac.uk/art/record/21295?highlight=*:*"
"Portrait of a Man (1959)",NA,"https://collections.ed.ac.uk/art/record/20973?highlight=*:*"
"Untitled (1983)","Elizabeth Gourlay","https://collections.ed.ac.uk/art/record/21595?highlight=*:*"
"Untitled (1977)","Katherine Keil","https://collections.ed.ac.uk/art/record/21618?highlight=*:*"
"Espresso Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53688?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50433?highlight=*:*"
"Alligator","Morag A. MacDonald","https://collections.ed.ac.uk/art/record/22575?highlight=*:*"
"Bearded Man Sitting (Circa 1973)","Catherine A. MacLean","https://collections.ed.ac.uk/art/record/22621?highlight=*:*"
"Unknown (1949)","Alexander Cree","https://collections.ed.ac.uk/art/record/50543?highlight=*:*"
"Portrait of a Bearded Man (1950s)","J Guthrie","https://collections.ed.ac.uk/art/record/20975?highlight=*:*"
"Unknown (1950)","James Bowman","https://collections.ed.ac.uk/art/record/50609?highlight=*:*"
"Milkweed (1952)","Margaret Lowengrund","https://collections.ed.ac.uk/art/record/21676?highlight=*:*"
"Untitled (1986)","David Hosie","https://collections.ed.ac.uk/art/record/99529?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53621?highlight=*:*"
"Coast of Aubrey, Largs (1990)","Karen Guthrie","https://collections.ed.ac.uk/art/record/21686?highlight=*:*"
"Near Limoges (1986)","Jo Ganter","https://collections.ed.ac.uk/art/record/21963?highlight=*:*"
"Colourful Landscape with Monoliths (1959)","Jacqueline A N Stieger","https://collections.ed.ac.uk/art/record/20824?highlight=*:*"
"Untitled - Abstract Cathedral (1961)","Vivien Alexander","https://collections.ed.ac.uk/art/record/99385?highlight=*:*"
"Untitled (Unknown)","Derek Reid","https://collections.ed.ac.uk/art/record/21642?highlight=*:*"
"Standing Female Nude at Mirror (1962)","Robert S. Crozier","https://collections.ed.ac.uk/art/record/22663?highlight=*:*"
"Espresso Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53683?highlight=*:*"
"Abstract","V. Constant","https://collections.ed.ac.uk/art/record/111445?highlight=*:*"
"Forth Shore II (1985)","Gwyneth M. Leech","https://collections.ed.ac.uk/art/record/21801?highlight=*:*"
"Untitled (1963)","Carol Handyside","https://collections.ed.ac.uk/art/record/99841?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53644?highlight=*:*"
"The Etiquette of Landscape and Face: Passage 2 (2015)","Leonie Neuweger","https://collections.ed.ac.uk/art/record/53782?highlight=*:*"
"Filtrate (1991)","Joan Rutie","https://collections.ed.ac.uk/art/record/21967?highlight=*:*"
"Composition unified by blue using under colour orange (1962)","John Bellany","https://collections.ed.ac.uk/art/record/20777?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21782?highlight=*:*"
"Portrait of a Woman (1954)","D Stewart Lowdon","https://collections.ed.ac.uk/art/record/21214?highlight=*:*"
"Head of a Young Girl, 1465","Unknown","https://collections.ed.ac.uk/art/record/20570?highlight=*:*"
"Untitled (Unknown)","Anne Slater","https://collections.ed.ac.uk/art/record/21797?highlight=*:*"
"Seated Skeleton (Circa 1955)","Peter McGinn","https://collections.ed.ac.uk/art/record/21087?highlight=*:*"
"Portrait - Male","Alexander Cree","https://collections.ed.ac.uk/art/record/22697?highlight=*:*"
"Untitled","Garry Marshall","https://collections.ed.ac.uk/art/record/112341?highlight=*:*"
"Portrait of a Woman (1959)",NA,"https://collections.ed.ac.uk/art/record/20974?highlight=*:*"
"Untitled (Unknown)","Vivian Hinkley","https://collections.ed.ac.uk/art/record/21858?highlight=*:*"
"Abstract in Yellow and Black (1991)","Unknown","https://collections.ed.ac.uk/art/record/22630?highlight=*:*"
"Scapa Flow (Unknown)","Reinhard Behrens","https://collections.ed.ac.uk/art/record/21665?highlight=*:*"
"Unknown","Leonard I. H. Gray","https://collections.ed.ac.uk/art/record/53484?highlight=*:*"
"Standing Female Nude","V Brutt","https://collections.ed.ac.uk/art/record/21261?highlight=*:*"
"Untitled","Dr Ainslie Yule","https://collections.ed.ac.uk/art/record/99535?highlight=*:*"
"Portrait of Joe (1965)","Gordon Bryce","https://collections.ed.ac.uk/art/record/99279?highlight=*:*"
"Untitled (2002)","Lindsey Edghill","https://collections.ed.ac.uk/art/record/99943?highlight=*:*"
"Portrait of Man in a Hat (1951)","Adam Hogg","https://collections.ed.ac.uk/art/record/21239?highlight=*:*"
"Untitled (1969)","James Fleming","https://collections.ed.ac.uk/art/record/22489?highlight=*:*"
"Angel with Candelabrum (facing left)","Unknown","https://collections.ed.ac.uk/art/record/20543?highlight=*:*"
"Untitled (Unknown)","Ciaran O'Nuallian","https://collections.ed.ac.uk/art/record/99971?highlight=*:*"
"Untitled",NA,"https://collections.ed.ac.uk/art/record/20661?highlight=*:*"
"Travelling (Nov 1947)","Dorothy M. Peach","https://collections.ed.ac.uk/art/record/21737?highlight=*:*"
"Untitled (1983-1984)","Moyna Flannigan","https://collections.ed.ac.uk/art/record/21915?highlight=*:*"
"Untitled (Unknown)","Patrick McKenzie Smith","https://collections.ed.ac.uk/art/record/21614?highlight=*:*"
"Portrait of a Woman (1962)","James T Carlyle","https://collections.ed.ac.uk/art/record/21282?highlight=*:*"
"Victorian collar (1956)","Unknown","https://collections.ed.ac.uk/art/record/102699?highlight=*:*"
"Seated Female Nude (1939-1940)","James H Donaldson","https://collections.ed.ac.uk/art/record/21125?highlight=*:*"
"Untitled (11 Nov 1977)","Lesley A. Crave","https://collections.ed.ac.uk/art/record/21885?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21596?highlight=*:*"
"In the Garden (2019)","Zuzana Ullmannová","https://collections.ed.ac.uk/art/record/113745?highlight=*:*"
"Figure Composition with Nurse and Child, and Woman with Budgies (Circa 1950)","Edward A. Gage","https://collections.ed.ac.uk/art/record/22579?highlight=*:*"
"Three Female Nudes (1952)","Nicholas Patrick Reyntiens","https://collections.ed.ac.uk/art/record/21372?highlight=*:*"
"Cornfield (1963)","Joan Eardley","https://collections.ed.ac.uk/art/record/21957?highlight=*:*"
"Untitled","Peter Pretsell","https://collections.ed.ac.uk/art/record/99796?highlight=*:*"
"Untitled (1989)","Karen Guthrie","https://collections.ed.ac.uk/art/record/21886?highlight=*:*"
"Fox Watch No.1 (1970)","Alan Davie","https://collections.ed.ac.uk/art/record/21695?highlight=*:*"
"Untitled - Self-Portrait (1968)","Arthur J Baglee","https://collections.ed.ac.uk/art/record/99381?highlight=*:*"
"Snowed Under (1998)","John Brown","https://collections.ed.ac.uk/art/record/21863?highlight=*:*"
"Untitled - Figure Drawing of Semi-Nude Male with Water Jug (1964)","Gordon Bryce","https://collections.ed.ac.uk/art/record/99284?highlight=*:*"
"Portrait of a Woman's Head (1949)","Thomas Kim Redpath","https://collections.ed.ac.uk/art/record/20781?highlight=*:*"
"Unknown","Helen Gibbs","https://collections.ed.ac.uk/art/record/50387?highlight=*:*"
"Portrait of a Woman (Circa 1939)","Ian R McRobbie","https://collections.ed.ac.uk/art/record/21138?highlight=*:*"
"Untitled - Two Abstract Melting Faces (1985-1986)","Graeme Murray","https://collections.ed.ac.uk/art/record/99335?highlight=*:*"
"Untitled (Unknown)","Edward Stratton","https://collections.ed.ac.uk/art/record/21800?highlight=*:*"
"Untitled (Unknown)","George Glen","https://collections.ed.ac.uk/art/record/21720?highlight=*:*"
"Head (1987)","Janice McNab","https://collections.ed.ac.uk/art/record/22685?highlight=*:*"
"Sugar Bowl","Emma Gillies","https://collections.ed.ac.uk/art/record/53676?highlight=*:*"
"Sea Harvest (1953)","John Muench","https://collections.ed.ac.uk/art/record/21753?highlight=*:*"
"Untitled (1987)","Mia Stanley","https://collections.ed.ac.uk/art/record/21577?highlight=*:*"
"Side Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53615?highlight=*:*"
"Unknown (1950)","Muriel Davidson","https://collections.ed.ac.uk/art/record/53475?highlight=*:*"
"Landscape (1968)","Alastair Burns","https://collections.ed.ac.uk/art/record/21273?highlight=*:*"
"Unknown (1947-1948)","Marjorie Wallace","https://collections.ed.ac.uk/art/record/50443?highlight=*:*"
"Untitled (1972)","Brent D. Millar","https://collections.ed.ac.uk/art/record/22572?highlight=*:*"
"Stadium (1987-1988)","Jane V Hyslop","https://collections.ed.ac.uk/art/record/21457?highlight=*:*"
"Replica cast (white) of Partheonon slab GE31","Unknown","https://collections.ed.ac.uk/art/record/20655?highlight=*:*"
"Sea Shore (Unknown)","Richard Florsheim","https://collections.ed.ac.uk/art/record/21662?highlight=*:*"
"Head of a Woman (1948)","Gavin Stuart","https://collections.ed.ac.uk/art/record/20827?highlight=*:*"
"Riders from South Frieze of the Parthenon (1836-1837)","Joseph Cavagnari","https://collections.ed.ac.uk/art/record/20717?highlight=*:*"
"Unknown (1946)","Margaret C. Ogilvy","https://collections.ed.ac.uk/art/record/50493?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21620?highlight=*:*"
"Portrait of a Young Woman (1958)","Ian Hodkinson","https://collections.ed.ac.uk/art/record/20879?highlight=*:*"
"Made in Finland (2013)","Tiina Lilja","https://collections.ed.ac.uk/art/record/47439?highlight=*:*"
"Abstract","Alan T. Johnston","https://collections.ed.ac.uk/art/record/22609?highlight=*:*"
"Pro Tanto Quid Retribuamus/For so much, what shall we give in return? (2017)","Lara Hirst","https://collections.ed.ac.uk/art/record/100018?highlight=*:*"
"Farmland","Donald Clark","https://collections.ed.ac.uk/art/record/21488?highlight=*:*"
"Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967)","Isobel T Johnstone","https://collections.ed.ac.uk/art/record/99252?highlight=*:*"
"Portrait of a Man (1948)","Sheena Page","https://collections.ed.ac.uk/art/record/21071?highlight=*:*"
"Portrait of a Woman (1957)","Colin Turner","https://collections.ed.ac.uk/art/record/21143?highlight=*:*"
"Untitled (1968)","Gillian Mather","https://collections.ed.ac.uk/art/record/22500?highlight=*:*"
"Seated Woman (30 May 1949)","David McClure","https://collections.ed.ac.uk/art/record/21039?highlight=*:*"
"Seated Female Nude (1953)","James Martin","https://collections.ed.ac.uk/art/record/21059?highlight=*:*"
"Portrait of Graham Sulivan (1956)","Ursula Giles","https://collections.ed.ac.uk/art/record/22704?highlight=*:*"
"Opuntia Claiata (1993)","Jane Watt","https://collections.ed.ac.uk/art/record/21956?highlight=*:*"
"HKD Burg Giebichenstein Halle, Germany (Apr 2002)","Sabine Lechner","https://collections.ed.ac.uk/art/record/21908?highlight=*:*"
"Unknown","Muriel Davidson","https://collections.ed.ac.uk/art/record/53474?highlight=*:*"
"3.a Clarendon serif","Anthony Benjamin","https://collections.ed.ac.uk/art/record/21670?highlight=*:*"
"Unknown (1901)","George Bain","https://collections.ed.ac.uk/art/record/50457?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50383?highlight=*:*"
"Unknown (1964)","Ian Patterson","https://collections.ed.ac.uk/art/record/53582?highlight=*:*"
"Portrait of a Man","John Hunter","https://collections.ed.ac.uk/art/record/21041?highlight=*:*"
"Untitled - Still Life of Kitchen Table in Orange (1963)","William O. Little","https://collections.ed.ac.uk/art/record/99269?highlight=*:*"
"Standing Nude (1952)","Mollie E N Langlands","https://collections.ed.ac.uk/art/record/21018?highlight=*:*"
"Unknown (1960)","Hugh Deans","https://collections.ed.ac.uk/art/record/53575?highlight=*:*"
"Morrocan Women (1955)","Margaret Proudfoot","https://collections.ed.ac.uk/art/record/21031?highlight=*:*"
"Untitled (1967)","Lawrence Roche","https://collections.ed.ac.uk/art/record/21758?highlight=*:*"
"Replica cast (white) of of GE33","Unknown","https://collections.ed.ac.uk/art/record/20652?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53503?highlight=*:*"
"Untitled (Unknown)","Justine Blair","https://collections.ed.ac.uk/art/record/21727?highlight=*:*"
"Untitled","Jane Strachen","https://collections.ed.ac.uk/art/record/20758?highlight=*:*"
"29 Split Summer Festival (1983)","Boris Bucan","https://collections.ed.ac.uk/art/record/22041?highlight=*:*"
"Cat (1950)","Zygmunt Bukowski","https://collections.ed.ac.uk/art/record/21323?highlight=*:*"
"From Early Italian Poets (1974-1976)","Eduardo Luigi Paolozzi KBE, RA","https://collections.ed.ac.uk/art/record/21001?highlight=*:*"
"Standing Male Nude","Jessie May Stirling","https://collections.ed.ac.uk/art/record/20834?highlight=*:*"
"Unknown (1953)","Laura Nye","https://collections.ed.ac.uk/art/record/53571?highlight=*:*"
"Untitled (1960)","Robert L Snowden","https://collections.ed.ac.uk/art/record/21541?highlight=*:*"
"Cap insert (1800-1899)","Unknown","https://collections.ed.ac.uk/art/record/102709?highlight=*:*"
"Venus de' Medici","Unknown","https://collections.ed.ac.uk/art/record/20607?highlight=*:*"
"Unknown (1946)","Norma Forrest","https://collections.ed.ac.uk/art/record/50591?highlight=*:*"
