"title","artist","link"
"Portrait of a Woman (1950)","Alexander F Mitchell","https://collections.ed.ac.uk/art/record/21055?highlight=*:*"
"Woven fragments (waistcoat)","Unknown","https://collections.ed.ac.uk/art/record/102702?highlight=*:*"
"Man in Blue Waistcoat","Henry Rodgers","https://collections.ed.ac.uk/art/record/21461?highlight=*:*"
"Untitled (1965)","Laura McPherson","https://collections.ed.ac.uk/art/record/22482?highlight=*:*"
"Inverleith","Janice McNab","https://collections.ed.ac.uk/art/record/22526?highlight=*:*"
"Step 3 (2013)","Maria Hadam","https://collections.ed.ac.uk/art/record/21308?highlight=*:*"
"Untitled (1946)","Vivian Chapman","https://collections.ed.ac.uk/art/record/21735?highlight=*:*"
"Landscape (1948)","V Janikowski","https://collections.ed.ac.uk/art/record/21422?highlight=*:*"
"Reclining Male Nude (1959)","Jean I. Beattie","https://collections.ed.ac.uk/art/record/20923?highlight=*:*"
"Banners of the Banned (MAY 2017)","Elle McKee","https://collections.ed.ac.uk/art/record/100019?highlight=*:*"
"Untitled (1969)","Richard Easson","https://collections.ed.ac.uk/art/record/22493?highlight=*:*"
"Sketches of Five Heads (1959)","Denness Morton","https://collections.ed.ac.uk/art/record/20886?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21586?highlight=*:*"
"Untitled (Dec 1970)","Kathryn M. Buchan","https://collections.ed.ac.uk/art/record/21869?highlight=*:*"
"Untitled","Douglas Cook","https://collections.ed.ac.uk/art/record/22567?highlight=*:*"
"Seascape (1978)","Michael Kinane","https://collections.ed.ac.uk/art/record/21492?highlight=*:*"
"Unknown (1955)","Alejandro B. Brasó","https://collections.ed.ac.uk/art/record/50603?highlight=*:*"
"Untitled","McArthur","https://collections.ed.ac.uk/art/record/111043?highlight=*:*"
"Portrait of Man in Red Jacket (1968)","Michael Docherty","https://collections.ed.ac.uk/art/record/21178?highlight=*:*"
"Untitled (Unknown)","Susie Wilson","https://collections.ed.ac.uk/art/record/21796?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99922?highlight=*:*"
"Untitled (1966)","Molly Harris","https://collections.ed.ac.uk/art/record/99834?highlight=*:*"
"Unknown (1950)","James T. Ferguson","https://collections.ed.ac.uk/art/record/53497?highlight=*:*"
"Mourner No. 54 from the Tomb of John the fearless (Pre 1895)","Unknown","https://collections.ed.ac.uk/art/record/20610?highlight=*:*"
"Untitled (Nov 1988)","Joanne Leonie Milne","https://collections.ed.ac.uk/art/record/21936?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21566?highlight=*:*"
"Untitled (1962)","Underwood","https://collections.ed.ac.uk/art/record/22502?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21793?highlight=*:*"
"Gem cabinet 4 (of 6) containing 43 medallions","Unknown","https://collections.ed.ac.uk/art/record/20618?highlight=*:*"
"Momen (2005)","Tadas Gindrenas","https://collections.ed.ac.uk/art/record/99901?highlight=*:*"
"Untitled","Unknown","https://collections.ed.ac.uk/art/record/102728?highlight=*:*"
"Riders from the West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20672?highlight=*:*"
"Funerary Statue of Marcellus, nephew of Augustus","Unknown","https://collections.ed.ac.uk/art/record/20587?highlight=*:*"
"Unknown (1968)","Maureen Purcell","https://collections.ed.ac.uk/art/record/53588?highlight=*:*"
"The Repairable Flatpack Toaster (2017)","Kasey Hou","https://collections.ed.ac.uk/art/record/100020?highlight=*:*"
"Untitled (1967)","Helen Pollock","https://collections.ed.ac.uk/art/record/112446?highlight=*:*"
"Untitled","Jean M. A. Conacher","https://collections.ed.ac.uk/art/record/112353?highlight=*:*"
"Unknown (1943)","W C G Thomson","https://collections.ed.ac.uk/art/record/50451?highlight=*:*"
"Landscape (1953)","Iain West","https://collections.ed.ac.uk/art/record/20851?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50384?highlight=*:*"
"Untitled - Print of Dining Table with Window (1962)","Ann F Ward","https://collections.ed.ac.uk/art/record/99336?highlight=*:*"
"Performing Labour in an Industrial Setting III (2020)","Aisling Ward","https://collections.ed.ac.uk/art/record/113777?highlight=*:*"
"Still Life Fish (1953)","Ian J. D. Short","https://collections.ed.ac.uk/art/record/22681?highlight=*:*"
"Portrait of a Young Woman (1960)","William Hillary","https://collections.ed.ac.uk/art/record/20984?highlight=*:*"
"Untitled (1987)","Henry Rodgers","https://collections.ed.ac.uk/art/record/99799?highlight=*:*"
"Horses from North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20716?highlight=*:*"
"Unknown (1960)","Robin E. Bownass","https://collections.ed.ac.uk/art/record/50605?highlight=*:*"
"Portrait of a Woman","V Timmins","https://collections.ed.ac.uk/art/record/21442?highlight=*:*"
"Untitled (1966)","Alistair T Hamilton","https://collections.ed.ac.uk/art/record/99843?highlight=*:*"
"Horses of Helios from East Pediment",NA,"https://collections.ed.ac.uk/art/record/20635?highlight=*:*"
"Unknown (1949)","Betty Elston","https://collections.ed.ac.uk/art/record/50584?highlight=*:*"
"Portrait of a Young Man (1950)","Joseph Maxwell","https://collections.ed.ac.uk/art/record/21060?highlight=*:*"
"Bar at 1732 St Charles (02 Aug 1973)","Jonathan Woodham","https://collections.ed.ac.uk/art/record/21433?highlight=*:*"
"Inner Landscape (2006)","Thipel","https://collections.ed.ac.uk/art/record/99990?highlight=*:*"
"Untitled","Unknown","https://collections.ed.ac.uk/art/record/102729?highlight=*:*"
"Processions Banner (2018)","Lindy Richardson","https://collections.ed.ac.uk/art/record/102750?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99918?highlight=*:*"
"Untitled - Two Girls On a Walk (1987)","Susan Jane Mowatt","https://collections.ed.ac.uk/art/record/99414?highlight=*:*"
"Landscape","Donald Clark","https://collections.ed.ac.uk/art/record/21487?highlight=*:*"
"Untitled (1986)","Ian McKenzie Smith","https://collections.ed.ac.uk/art/record/21708?highlight=*:*"
"Standing Female Nude (1952)","Mollie E N Langlands","https://collections.ed.ac.uk/art/record/21020?highlight=*:*"
"Unknown","Linda Hennker","https://collections.ed.ac.uk/art/record/50375?highlight=*:*"
"Seated Male Nude (1959)","Ronald G Browne","https://collections.ed.ac.uk/art/record/21156?highlight=*:*"
"Orkney Totem (Unknown)","Reinhard Behrens","https://collections.ed.ac.uk/art/record/21690?highlight=*:*"
"Seated Female Nude (1959)","C Byron","https://collections.ed.ac.uk/art/record/20917?highlight=*:*"
"(In ""Head"" 73) (1973)","Gavin Robson","https://collections.ed.ac.uk/art/record/99404?highlight=*:*"
"Untitled (Unknown)","Patrick McKenzie Smith","https://collections.ed.ac.uk/art/record/21613?highlight=*:*"
"Vojna Tajna (1983)","Boris Bucan","https://collections.ed.ac.uk/art/record/22471?highlight=*:*"
"Untitled (Unknown)","A. Geraldine Gowan","https://collections.ed.ac.uk/art/record/21580?highlight=*:*"
"Standing Female Nude (1957)","Morag Cuthbertson","https://collections.ed.ac.uk/art/record/20965?highlight=*:*"
"View of a House","Lynne Coyle","https://collections.ed.ac.uk/art/record/21493?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53511?highlight=*:*"
"Portrait of a Man (1959)","B Clapperton","https://collections.ed.ac.uk/art/record/20909?highlight=*:*"
"That's a Novel Concept (2007)","Hannah Jasper","https://collections.ed.ac.uk/art/record/99970?highlight=*:*"
"Untitled (1976)","Ruth Stiven","https://collections.ed.ac.uk/art/record/99492?highlight=*:*"
"Self Portrait (1947)","Marjorie Wallace","https://collections.ed.ac.uk/art/record/50441?highlight=*:*"
"Seated Female Nude (1964)","William Gillon","https://collections.ed.ac.uk/art/record/21342?highlight=*:*"
"Portrait Male (1975)","Andrew J. Neil","https://collections.ed.ac.uk/art/record/22726?highlight=*:*"
"Still Life with White Lace, Fish and Edinburgh Castle (1967)","Marie Waugh","https://collections.ed.ac.uk/art/record/22580?highlight=*:*"
"Rabbit","Emma Gillies","https://collections.ed.ac.uk/art/record/53751?highlight=*:*"
"Man with Wooden Leg Pulling Cart of Flowers (1958-1959)","Peter Standen","https://collections.ed.ac.uk/art/record/20795?highlight=*:*"
"Untitled (Unknown)","David C Duke","https://collections.ed.ac.uk/art/record/21986?highlight=*:*"
"Seated Nude Woman (1958)","George A. MacPherson","https://collections.ed.ac.uk/art/record/22647?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21925?highlight=*:*"
"Seated Woman (Circa 1961)","Ann F Ward","https://collections.ed.ac.uk/art/record/21354?highlight=*:*"
"Standing Boxer (1964)","John Bellany","https://collections.ed.ac.uk/art/record/20778?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53646?highlight=*:*"
"Untitled (2014)","Rachel Hill","https://collections.ed.ac.uk/art/record/47450?highlight=*:*"
"Portrait of a Woman (1939-1940)","Robert A Campbell","https://collections.ed.ac.uk/art/record/21129?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50395?highlight=*:*"
"Unknown (1963)","Roger Cameron","https://collections.ed.ac.uk/art/record/53590?highlight=*:*"
"Men in a Rugby Changing Room (Circa 1953)","Trevor Stubley","https://collections.ed.ac.uk/art/record/21412?highlight=*:*"
"Unknown (1949)","Shand C. Hutchison","https://collections.ed.ac.uk/art/record/50530?highlight=*:*"
"Untitled (Unknown)","S J Dooley","https://collections.ed.ac.uk/art/record/99910?highlight=*:*"
"Portrait with a Beret","C Stiven","https://collections.ed.ac.uk/art/record/21437?highlight=*:*"
"Man and Basket (1950)","Alfred Hackney","https://collections.ed.ac.uk/art/record/21030?highlight=*:*"
"Espresso Cup","Emma Gillies","https://collections.ed.ac.uk/art/record/53693?highlight=*:*"
"Portrait of a Woman (1962)","Helen Wishart","https://collections.ed.ac.uk/art/record/21297?highlight=*:*"
"Unknown (1950)","Jacquetta Burn-Callander","https://collections.ed.ac.uk/art/record/50573?highlight=*:*"
"Portrait of a Man (1966)","George Donald","https://collections.ed.ac.uk/art/record/21255?highlight=*:*"
"Untitled - Country Houses and Fields (1963)","Helen Wishart","https://collections.ed.ac.uk/art/record/99451?highlight=*:*"
"Standing Female Nude (1951)","Ruth Wilson","https://collections.ed.ac.uk/art/record/21230?highlight=*:*"
"untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21895?highlight=*:*"
"Untitled (1986)","R. Euman","https://collections.ed.ac.uk/art/record/21629?highlight=*:*"
"Untitled (Unknown)","Joanne Leonie Milne","https://collections.ed.ac.uk/art/record/21932?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21994?highlight=*:*"
"Gem cabinet 1 (of 6) containing 43 medallions","Unknown","https://collections.ed.ac.uk/art/record/20615?highlight=*:*"
"Portrait of a Woman (1957)","Ruth Illingworth","https://collections.ed.ac.uk/art/record/21007?highlight=*:*"
"Building in a Landscape","Ruth Stirling","https://collections.ed.ac.uk/art/record/21523?highlight=*:*"
"Male Nude, possibly Hermes (with bubbly feet)","Unknown","https://collections.ed.ac.uk/art/record/20603?highlight=*:*"
"The Boundary of Balance (2019)","Dong Ding","https://collections.ed.ac.uk/art/record/113743?highlight=*:*"
"Grooms and Riders from North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20712?highlight=*:*"
"Rainman/Air Boys (2003)","John Schulz","https://collections.ed.ac.uk/art/record/99931?highlight=*:*"
"Nabucco (1983)","Boris Bucan","https://collections.ed.ac.uk/art/record/22031?highlight=*:*"
"Frieze from the Temple of Athena Nike (2nd right) (1827)",NA,"https://collections.ed.ac.uk/art/record/20627?highlight=*:*"
"Rockpools","Rosemary Reid","https://collections.ed.ac.uk/art/record/20762?highlight=*:*"
"Untitled - The Magi (1963)","Monika L I Uecker","https://collections.ed.ac.uk/art/record/99444?highlight=*:*"
"Sunset (1959)","Denness Morton","https://collections.ed.ac.uk/art/record/21081?highlight=*:*"
"Doric Order (abacus and capital) of the Parthenon",NA,"https://collections.ed.ac.uk/art/record/20638?highlight=*:*"
"Don Juan (1983)","Boris Bucan","https://collections.ed.ac.uk/art/record/22038?highlight=*:*"
"Untitled (1963)","Ruth Walker","https://collections.ed.ac.uk/art/record/22017?highlight=*:*"
"Giraffe","Emma Gillies","https://collections.ed.ac.uk/art/record/53749?highlight=*:*"
"Orange (1985)","Unknown","https://collections.ed.ac.uk/art/record/21589?highlight=*:*"
"Unknown (Nov 1959)","John Gilbert","https://collections.ed.ac.uk/art/record/53493?highlight=*:*"
"Still Life with Bols Bottle","Leonard I. H. Gray","https://collections.ed.ac.uk/art/record/22673?highlight=*:*"
"Sailsbury from Witlon Park (Unknown)","Lord John Clerk Eldin","https://collections.ed.ac.uk/art/record/21671?highlight=*:*"
"Portrait of Seated Woman Reading (1953)","Roy McCallum","https://collections.ed.ac.uk/art/record/20898?highlight=*:*"
"1st State (Unknown)","Euan Gray","https://collections.ed.ac.uk/art/record/21954?highlight=*:*"
"Sitting Nude Female (1977)","Joanna I. Taylor","https://collections.ed.ac.uk/art/record/22721?highlight=*:*"
"Still Life Bowls and Bottles (1952)","Mollie E N Langlands","https://collections.ed.ac.uk/art/record/22720?highlight=*:*"
"Untitled (1983)","Robert Rivers","https://collections.ed.ac.uk/art/record/99804?highlight=*:*"
"Study for Composition - The Long Journey (19 APR 1961)","John Picking","https://collections.ed.ac.uk/art/record/111039?highlight=*:*"
"Untitled - Abstracted Plant Forms in Black and White (1968)","Janet G Leask","https://collections.ed.ac.uk/art/record/99261?highlight=*:*"
"Opera - Vienna (1963-1964)","L. Allan","https://collections.ed.ac.uk/art/record/99384?highlight=*:*"
"Untitled (1962)","Cant","https://collections.ed.ac.uk/art/record/21763?highlight=*:*"
"Flight Path No 1 (1977)","Wilhelmina Barns-Graham CBE HRSA HRSW","https://collections.ed.ac.uk/art/record/19635?highlight=*:*"
"Seated Female Nude (1955)","Eric Ritchie","https://collections.ed.ac.uk/art/record/21194?highlight=*:*"
"Untitled (2002)","Grace Paul","https://collections.ed.ac.uk/art/record/99934?highlight=*:*"
"Untitled (Unknown)","Anna Richardson","https://collections.ed.ac.uk/art/record/21937?highlight=*:*"
"A Puppet of Power (Circa 1956)","Peter G. Collins","https://collections.ed.ac.uk/art/record/22576?highlight=*:*"
"Portrait of a Man (1956)","James Robertson","https://collections.ed.ac.uk/art/record/21186?highlight=*:*"
"Tray-bearer from North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20688?highlight=*:*"
"Two Traffic Lights at Blue (1989)","Alavte Clad?","https://collections.ed.ac.uk/art/record/21893?highlight=*:*"
"Sleep and the City (1957)","Norman E Kirkpatrick","https://collections.ed.ac.uk/art/record/21024?highlight=*:*"
"Untitled (1968)","Doreen Turner","https://collections.ed.ac.uk/art/record/22013?highlight=*:*"
"Whitework on indian muslin (1800-1849)","Unknown","https://collections.ed.ac.uk/art/record/102705?highlight=*:*"
"A Red Made For R.M Rilke (2006)","Catlin Dalton","https://collections.ed.ac.uk/art/record/99884?highlight=*:*"
"Unknown","Jean Selby","https://collections.ed.ac.uk/art/record/50412?highlight=*:*"
"Untitled - Jousting Match (1965-1966)","James B. Thomson","https://collections.ed.ac.uk/art/record/99447?highlight=*:*"
"Leprosy Capital","Paul J Donaldson","https://collections.ed.ac.uk/art/record/21445?highlight=*:*"
"History of a Medium (1971)","Eduardo Luigi Paolozzi KBE, RA","https://collections.ed.ac.uk/art/record/21696?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/50450?highlight=*:*"
"Untitled (1983)","Unknown","https://collections.ed.ac.uk/art/record/21837?highlight=*:*"
"Portrait of Standing Woman wearing Overalls (1959)","Denness Morton","https://collections.ed.ac.uk/art/record/20889?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21551?highlight=*:*"
"Portrait of a Bearded Man (1960)","Marjory Dickson","https://collections.ed.ac.uk/art/record/20992?highlight=*:*"
"Untitled (1968)","Maureen Purcell","https://collections.ed.ac.uk/art/record/22499?highlight=*:*"
"Swirl V (1998)","Fionna Buck","https://collections.ed.ac.uk/art/record/21674?highlight=*:*"
"Drawing of Monaghan (1955)","Edith Duke","https://collections.ed.ac.uk/art/record/21217?highlight=*:*"
"Reclining Female Nude (14 Dec 1952)","Llewella Brayne","https://collections.ed.ac.uk/art/record/20940?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21870?highlight=*:*"
"Still Life with Green Boots and Knotted Rope (1987)","Sheila Arnot","https://collections.ed.ac.uk/art/record/22543?highlight=*:*"
"Untitled (1965)","Hugh Tuckerman","https://collections.ed.ac.uk/art/record/22025?highlight=*:*"
